"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Bennett R.; Tang K.; Sian J.A.","Bennett, Ryan (55771697000); Tang, Kevin (57203341133); Sian, Juan Ajsivinac (57202680699)","55771697000; 57203341133; 57202680699","Statistical and acoustic effects on the perception of stop consonants in Kaqchikel (Mayan)","2018","Laboratory Phonology","9","1","8","","","","4","10.5334/labphon.100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049018143&doi=10.5334%2flabphon.100&partnerID=40&md5=f503558272ffd703e2d802cff4a6fa9b","Department of Linguistics, University of California, Santa Cruz, CA, United States; Department of Linguistics, Zhejiang University, Hangzhou, 310058, China; Independent, Guatemala","Bennett R., Department of Linguistics, University of California, Santa Cruz, CA, United States; Tang K., Department of Linguistics, Zhejiang University, Hangzhou, 310058, China; Sian J.A., Independent, Guatemala","This paper investigates the relationship between speech perception and linguistic experience in Kaqchikel, a Guatemalan Mayan language. Our empirical focus is the perception of plain, ejective, and implosive stops. Drawing on an AX discrimination task, a corpus of spoken Kaqchikel, and a text corpus, we make two claims. First, we argue that speech perception is mediated by phonemic representations which include acoustic detail drawn from prior phonetic experience, as in Exemplar Theory. Second, segmental distributions also condition speech perception: The perceptual distinctiveness of a pair of phonemes is affected by their functional load and relative contextual predictability. These top-down factors influence phoneme discrimination even at relatively fast response times. We take this result as evidence that distributional factors like functional load may affect speech perception by shaping perceptual tuning during linguistic development. This study replicates and extends some key findings in speech perception in the context of a language (Kaqchikel) which is structurally and sociolinguistically different from the majority languages (like English) which have served as the basis of most work in the speech perception literature. At the practical level our research illustrates methods for conducting corpus-based laboratory phonology with lesser-studied and under-resourced languages. © 2018 The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International License (CC-BY 4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Contrast; Discriminability; Ejectives; Exemplar Theory; Functional load; Mayan languages","","K. Tang; Department of Linguistics, Zhejiang University, Hangzhou, 310058, China; email: linguist@kevintang.org","","Web Portal Ubiquity Press","18686346","","","","English","Lab. Phonol.","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85049018143"
"Mackenzie S.; Olson E.; Clayards M.; Wagner M.","Mackenzie, Sara (57201833827); Olson, Erin (57220109067); Clayards, Meghan (24390461300); Wagner, Michael (57213559204)","57201833827; 57220109067; 24390461300; 57213559204","North American /l/ both darkens and lightens depending on morphological constituency and segmental context","2018","Laboratory Phonology","9","1","","1","34","33","8","10.5334/LABPHON.104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068928715&doi=10.5334%2fLABPHON.104&partnerID=40&md5=6bd0f3e03fae75f62bd6ec706ebf8329","Department of Linguistics, Memorial University of Newfoundland, St. John’s, CA, United States; Department of Linguistics and Philosophy, Massachusetts Institute of Technology, Cambridge, MA, United States; Department of Linguistics, McGill University, Montreal, CA, United States; School of Communication Sciences and Disorders, McGill University, Montreal, CA, United States","Mackenzie S., Department of Linguistics, Memorial University of Newfoundland, St. John’s, CA, United States; Olson E., Department of Linguistics and Philosophy, Massachusetts Institute of Technology, Cambridge, MA, United States; Clayards M., Department of Linguistics, McGill University, Montreal, CA, United States, School of Communication Sciences and Disorders, McGill University, Montreal, CA, United States; Wagner M., Department of Linguistics, McGill University, Montreal, CA, United States","It is uncontroversial that, in many varieties of English, the realization of /l/ varies depending on whether /l/ occurs word-initially or word-finally. The nature of this effect, however, remains controversial. Previous analyses alternately analyzed the variation as darkening or lightening, and alternately found evidence that the variation involves a categorical distinction between allophones or a gradient scale conditioned by phonetic factors. We argue that these diverging conclusions are a result of the numerous factors influencing /l/ darkness and differences between studies in terms of which factors are considered. By controlling for a range of factors, our study demonstrates a pattern of variability that has not been shown in previous work. We find evidence of morpheme-final darkening and morpheme-initial lightening when compared to a baseline of morpheme-internal /l/. We also find segmental effects such that, in segmental contexts which independently darken /l/, one can observe /l/ lightening, and contexts which independently lighten /l/ can make lightening effects undetectable. Morphological and prosodic effects are hence sometimes trumped by segmental context. Once contextual effects are controlled for, there is evidence both for morphologically-conditioned /l/-darkening and for morphologically-conditioned /l/-lightening, both of which can be understood as a result of prosodic differences reflecting morphological junctures. Copyright: © 2018 The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International License (CC-BY 4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. See http://creativecommons.org/licenses/by/4.0/.","/l/-darkening; Allophonic variation; Morphological constituency; Prosodic boundaries; Vowel reduction","","S. Mackenzie; Department of Linguistics, Memorial University of Newfoundland, St. John’s, United States; email: sjmackenzie@mun.ca","","Web Portal Ubiquity Press","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85068928715"
"Hashimoto D.","Hashimoto, Daiki (56976047200)","56976047200","Sociolinguistic effects on loanword phonology: Topic in speech and cultural image","2019","Laboratory Phonology","10","1","11","","","","8","10.5334/labphon.187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072932633&doi=10.5334%2flabphon.187&partnerID=40&md5=cba256729d5fbdea6a44b4111ef078ea","Department of English Language, University of Tokyo, Japan; Linguistic Department, University of Canterbury, New Zealand","Hashimoto D., Department of English Language, University of Tokyo, Japan, Linguistic Department, University of Canterbury, New Zealand","There is variation in the pronunciation of loanwords, because they can be pronounced with native sounds or non-native sounds. For example, loanwords from te reo Māori to New Zealand English (NZE) are sometimes pronounced with native rhotic sounds (e.g., ko[]u and ma[]ae) and sometimes with non-native rhotic sounds (e.g., ko[]u and ma[]ae). This study aims to explore the relationship between the selection of a variant in loanword phonology and situation-specific sociolinguistic factors such as topic in speech and cultural images. Additionally, we explore the effects of speaker- and word-specific sociolinguistic factors on the likelihood of choosing a variant. In order to explore these effects, a set of two experiments was conducted, and the results demonstrate that the selection of a variant in NZE loanword phonology is influenced by some sociolinguistic factors. It is argued that these findings can be encapsulated by an exemplar-based approach. More specifically, they can be neatly captured by positing that exemplars with native sounds and those with non-native sounds are represented in the cognitive system of a borrower and updated on the basis of linguistic experience, and exemplars with non-native sounds are stored in relation to a social category associated with the source language and its culture. © 2019 The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International License (CC-BY 4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. See http://creativecommons.org/licenses/by/4.0/.","Cultural image; Exemplar Theory; Loanword phonology; Topic in speech; Variation","","D. Hashimoto; Department of English Language, University of Tokyo, Japan; email: daiki.hashimoto@pg.canterbury.ac.nz","","Web Portal Ubiquity Press","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85072932633"
"Durvasula K.; Huang H.-H.; Uehara S.; Luo Q.; Lin Y.-H.","Durvasula, Karthik (56341907600); Huang, Ho-Hsin (57193672393); Uehara, Sayako (57202692027); Luo, Qian (56767464400); Lin, Yen-Hwei (16420983200)","56341907600; 57193672393; 57202692027; 56767464400; 16420983200","Phonology modulates the illusory vowels in perceptual illusions: Evidence from Mandarin and English","2018","Laboratory Phonology","9","1","6","","","","8","10.5334/labphon.57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049027695&doi=10.5334%2flabphon.57&partnerID=40&md5=a4d53e05e2b52f70166eedc74e92a6f3","Michigan State University, United States","Durvasula K., Michigan State University, United States; Huang H.-H., Michigan State University, United States; Uehara S., Michigan State University, United States; Luo Q., Michigan State University, United States; Lin Y.-H., Michigan State University, United States","Native speakers perceive illusory vowels when presented with sound sequences that do not respect the phonotactic constraints of their language (Dupoux, Kakehi, Hirose, Pallier, & Mehler, 1999; Kabak & Idsardi, 2007). There is, however, less work on the quality of the illusory vowel. Recently, it has been claimed that the quality of the illusory vowel is also modulated by the phonology of the language, and that the phenomenon of illusory vowels can be understood as a result of the listener reverse inferring the best parse of the underlying representation given their native language phonology and the acoustics of the input stream (Durvasula & Kahng, 2015). The view predicts that listeners are likely to hear different illusory vowels in different phonological contexts. In support of this prediction, we show through two perceptual experiments that Mandarin Chinese speakers (but not American English speakers) perceive different illusory vowels in different phonotactic contexts. Specifically, when presented with phonotactically illegal alveopalatal coda consonants, Mandarin speakers perceived an illusory/i/, but in illegal alveolar stop coda contexts, they perceived a/e/. © 2018 The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International License (CC-BY 4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","American English; Illusory Vowels; Mandarin; Speech Perception","","K. Durvasula; Michigan State University, United States; email: durvasul@msu.edu","","Web Portal Ubiquity Press","18686346","","","","English","Lab. Phonol.","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85049027695"
"Strycharczuk P.; Kohlberger M.","Strycharczuk, Patrycja (55317877600); Kohlberger, Martin (56803806100)","55317877600; 56803806100","Resyllabifcation reconsidered: On the durational properties of word-final /s/ in Spanish","2016","Laboratory Phonology","7","1","3","","","","14","10.5334/labphon.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986203160&doi=10.5334%2flabphon.5&partnerID=40&md5=f4de4c4a5e42b97973bf79e778ebccda","Clinical Audiology, Speech and Language (CASL) Research Centre, Queen Margaret University, Edinburgh, EH21 6UU, United Kingdom; Leiden University Centre for Linguistics, Postbus 9515, RA Leiden, 2300, Netherlands","Strycharczuk P., Clinical Audiology, Speech and Language (CASL) Research Centre, Queen Margaret University, Edinburgh, EH21 6UU, United Kingdom; Kohlberger M., Leiden University Centre for Linguistics, Postbus 9515, RA Leiden, 2300, Netherlands","Word-fnal consonants in Spanish are commonly assumed to undergo resyllabifcation across a word boundary before a following vowel, e.g., /los#otros/ 'the others' is realised as [lo.so.tros]. However, in many dialects of Spanish, word-fnal pre-vocalic consonants ('derived onsets') pattern phonologically with canonical codas and distinctly from canonical onsets. This property of derived onsets has been the subject of much interest in the phonological literature, and has led some linguists to question whether resyllabifcation indeed applies in all Spanish dialects. In this paper, we evaluate evidence for resyllabifcation based on acoustic data from 11 speakers of Peninsular Spanish. The results show that word-fnal pre-vocalic /s/ has increased duration compared to coda /s/, but at the same time, it is shorter compared to word-initial or word-medial pre-vocalic /s/. This result challenges an analysis where derived onsets become phonologically indistinguishable from canonical onsets. We consider an alternative in the form of partial resyllabifcation, and we further discuss the role of the syllable as a relevant unit in explaining /s/-sandhi in Spanish. © 2016 The Author(s).","Duration; Fricatives; Resyllabifcation; Spanish","","P. Strycharczuk; Clinical Audiology, Speech and Language (CASL) Research Centre, Queen Margaret University, Edinburgh, EH21 6UU, United Kingdom; email: pstrycharczuk@gmail.com","","Walter de Gruyter GmbH","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84986203160"
"Frota S.","Frota, Sonia (14021301100)","14021301100","Surface and structure: Transcribing intonation within and across languages","2016","Laboratory Phonology","7","1","7","","","","10","10.5334/labphon.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986211301&doi=10.5334%2flabphon.10&partnerID=40&md5=2d6eb87924b6234b2cae730cfffb5746","Universidade de Lisboa, Portugal","Frota S., Universidade de Lisboa, Portugal","Intonation is the phonologically structured variation in phonetic features, primarily pitch, to express phrase-level meanings. As in other speech sound domains, analyzing intonation involves mapping continuously variable physical parameters to categories. The categories of intonation are organized in a set of relations and rule-governed distributions that defne the intonation system of a language. From physical realizations, as shown by pitch tracks, surface or phonetic tonal patterns can be identifed in terms of tonal targets. Whether surface patterns correspond or not to categories within a given intonation system requires looking at their distributions and contrastiveness. In this paper, I assume the view that a transcription is an analysis of the intonation system, which ultimately aims to identify the contrastive intonation categories of a given language and establish how they signal meaning. Under this view, it is crucial to discuss the ways surface pitch patterns and structural pitch patterns (or phonological categories) are related. Given that intonational analysis is driven by system-internal considerations and that cues to a given category can vary across languages, it is also important to address the issue of how a language-specifc transcription can be reconciled with the need and ability to do cross-language comparison of intonation. Bearing on these two issues, I discuss surface and structure in intonational analysis, drawing on mismatches between (dis)similarities in the phonetics and phonology of pitch contours, across languages and language varieties. © 2016 The Author(s).","Calling contour; Contrastiveness; Distribution; Focus contour; intonation categories; Intonation transcription; Sound-meaning relation; Tone alignment; Tone scaling","","S. Frota; Universidade de Lisboa, Portugal; email: sonia.frota@mail.telepac.pt","","Walter de Gruyter GmbH","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84986211301"
"Ernestus M.; Grice M.","Ernestus, Mirjam (6506503027); Grice, Martine (14066146800)","6506503027; 14066146800","Editorial","2016","Laboratory Phonology","7","1","1","","","","0","10.5334/labphon.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986197751&doi=10.5334%2flabphon.7&partnerID=40&md5=4b814b9be4431a83980c8df07551f3c7","Laboratory Phonology: Journal of the Association for Laboratory Phonology, United States; Association for Laboratory Phonology, United States","Ernestus M., Laboratory Phonology: Journal of the Association for Laboratory Phonology, United States; Grice M., Association for Laboratory Phonology, United States","[No abstract available]","","","","","Walter de Gruyter GmbH","18686346","","","","English","Lab. Phonol.","Editorial","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84986197751"
"Warner N.; Brenner D.; Schertz J.; Carnie A.; Fisher M.; Hammond M.","Warner, Natasha (7102113074); Brenner, Daniel (56820907100); Schertz, Jessamyn (55683639500); Carnie, Andrew (8948049300); Fisher, Muriel (56178583300); Hammond, Michael (8787957900)","7102113074; 56820907100; 55683639500; 8948049300; 56178583300; 8787957900","The aerodynamic puzzle of nasalized fricatives: Aerodynamic and perceptual evidence from Scottish Gaelic","2015","Laboratory Phonology","6","2","","197","241","44","10","10.1515/lp-2015-0007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973307776&doi=10.1515%2flp-2015-0007&partnerID=40&md5=83b7206bc7bdff23e2e92fb19bb16967","Department of Linguistics, University of Arizona, P.O. Box 210028, Tucson, 85721-0028, AZ, United States; Department of Linguistics, University of Toronto, Toronto, Canada","Warner N., Department of Linguistics, University of Arizona, P.O. Box 210028, Tucson, 85721-0028, AZ, United States; Brenner D., Department of Linguistics, University of Arizona, P.O. Box 210028, Tucson, 85721-0028, AZ, United States; Schertz J., Department of Linguistics, University of Arizona, P.O. Box 210028, Tucson, 85721-0028, AZ, United States, Department of Linguistics, University of Toronto, Toronto, Canada; Carnie A., Department of Linguistics, University of Arizona, P.O. Box 210028, Tucson, 85721-0028, AZ, United States; Fisher M., Department of Linguistics, University of Arizona, P.O. Box 210028, Tucson, 85721-0028, AZ, United States; Hammond M., Department of Linguistics, University of Arizona, P.O. Box 210028, Tucson, 85721-0028, AZ, United States","Scottish Gaelic is sometimes described as having nasalized fricatives (/?/distinctively, and [f, x, h], etc. through assimilation). However, there are claims that it is not aerodynamically possible to open the velum for nasalization while maintaining frication noise. We present aerodynamic data from 14 native Scottish Gaelic speakers to determine how the posited nasalized fricatives in this language are realized. Most tokens demonstrate loss of nasalization, but nasalization does occur in some contexts without aerodynamic conflict, e.g., nasalization with the consonant realized as an approximant, nasalization of [h], nasalization on the preceding vowel, or sequential frication and nasalization. Furthermore, a very few tokens do contain simultaneous nasalization and frication with a tradeoff in airflow. We also present perceptual evidence showing that Gaelic listeners can hear this distinction slightly better than chance. Thus, instrumental data from one of the few languages in the world described as having nasalized fricatives confirms that the claimed sounds are not made by producing strong nasalization concurrently with clear frication noise. Furthermore, although speakers most often neutralize the nasalization, when they maintain it, they do so through a variety of phonetic mechanisms, even within a single language.","Airflow; Gaelic; Nasalization; Nasalized fricatives; Perception","","N. Warner; Department of Linguistics, University of Arizona, Tucson, P.O. Box 210028, 85721-0028, United States; email: nwarner@email.arizona.edu","","Walter de Gruyter GmbH","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84973307776"
"Kharlamov V.","Kharlamov, Viktor (24577810200)","24577810200","Perception of incompletely neutralized voicing cues in word-final obstruents: The role of differences in production context","2015","Laboratory Phonology","6","2","","147","165","18","5","10.1515/lp-2015-0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973345817&doi=10.1515%2flp-2015-0005&partnerID=40&md5=1586e38f690e563da5c5b90abdbac86e","Florida Atlantic University, Dorothy F. Schmidt College of Arts and Letters, 777 Glades Road/Culture and Society Bldg., Boca Raton, 33431-0991, FL, United States","Kharlamov V., Florida Atlantic University, Dorothy F. Schmidt College of Arts and Letters, 777 Glades Road/Culture and Society Bldg., Boca Raton, 33431-0991, FL, United States","Experimental data on final devoicing in languages such as German and Russian usually show that speakers produce incompletely neutralized acoustic differences between words ending in phonologically voiced versus voiceless obstruents (e.g., /kod/'code' vs. /kot/'cat' in Russian) and that listeners can use these differences to identify the underlying specification of final consonants at an above-chance level. The current study examines how the seemingly successful perceptual identification of voicing varies across stimulus items recorded in reading vs. non-reading procedures and with and without full minimal pairs present in the experimental list. Results of a series of identification tasks reveal that Russian listeners' identification responses are more in line with underlying voicing for the stimuli recorded during word-reading and with minimal pairs included among the experimental items. This shows that voicing judgments are strongly influenced by the acoustic differences produced when speakers encounter orthographic forms or lexical competition. At the same time, perceptual neutralization is also not complete for the items recorded without such exposure, which indicates that listeners' ability to recover underlying voicing is not limited to the production contexts involving written forms or minimal pairs.","Devoicing; Lexical competition; Orthography; Perception; Russian","","V. Kharlamov; Florida Atlantic University, Dorothy F. Schmidt College of Arts and Letters, Boca Raton, 777 Glades Road/Culture and Society Bldg., 33431-0991, United States; email: vkharlamov@fau.edu","","Walter de Gruyter GmbH","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84973345817"
"Chong A.J.; Garellek M.","Chong, Adam J. (55764408000); Garellek, Marc (54383004600)","55764408000; 54383004600","Online perception of glottalized coda stops in American English","2018","Laboratory Phonology","9","1","4","","","","16","10.5334/labphon.70","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049045448&doi=10.5334%2flabphon.70&partnerID=40&md5=7c7c2e6fe30031b567ca158b7be51b4c","Department of Linguistics, Queen Mary University of London, London, United Kingdom; Department of Linguistics, University of California, Los Angeles, CA, United States; Department of Linguistics, University of California, San Diego, San Diego, CA, United States","Chong A.J., Department of Linguistics, Queen Mary University of London, London, United Kingdom, Department of Linguistics, University of California, Los Angeles, CA, United States; Garellek M., Department of Linguistics, University of California, San Diego, San Diego, CA, United States","In American English, voiceless codas/t/and/p/are often glottalized: They have glottal constriction that results in creaky voice on the preceding vowel. Previous claims suggest that such glottalization can serve to enhance/t/or, more generally, voicelessness of coda stops. In this study, we examine the timecourse of word recognition to test whether glottalization facilitates the perception of words ending in voiceless/t/and/p/, which is expected if glottalization is in fact enhancing. Sixty American English listeners participated in an eye-tracking study, where they heard resynthesized glottalized and non-glottalized versions of CVC English words ending in/p, t, b, d/while looking at a display with two words presented orthographically. Target words were presented with a minimal pair differing in place of articulation (e.g., cop-cot), or voicing, (e.g., bat-bad, cap-cab). Although there is little evidence that glottalization facilitates recognition of words ending in/t/or/p/, there is a strong inhibitory effect: Words ending in voiced stops are recognized more slowly and poorly when the preceding vowel was glottalized. These findings lend little support to a listener-driven, enhancement-based explanation for the occurrence of coda glottalization in American English. On the other hand, they suggest that glottalized instances of coda/t/and/p/, but not of coda/d/and/b/, are perceived as equally good variants of these sounds. © 2018 The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International License (CC-BY 4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Enhancement; Eye-tracking; Glottalization; Phonological variants","","A.J. Chong; Department of Linguistics, Queen Mary University of London, London, United Kingdom; email: a.chong@qmul.ac.uk","","Web Portal Ubiquity Press","18686346","","","","English","Lab. Phonol.","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85049045448"
"Jaggers Z.S.","Jaggers, Zachary Scott (57217829090)","57217829090","Evidence and characterization of a glide-vowel distinction in American English","2018","Laboratory Phonology","9","1","3","","","","5","10.5334/labphon.36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049016031&doi=10.5334%2flabphon.36&partnerID=40&md5=a3b803307771b5c391c7737bd39f5950","Linguistics, New York University, NY, United States","Jaggers Z.S., Linguistics, New York University, NY, United States","This study tests whether native speakers of American English exhibit a glide-vowel distinction ([j]-[i]) in a speech elicitation experiment. When reading sentences out loud, participants' pronunciations of 4 near-minimal pairs of pre-existing lexical items (e.g., Eston[ie] vs. pneumon[je]) exhibit significant differences when acoustically measured, confirming the presence of a [j]-[i] distinction. This distinction is also found to be productively extended to the production of 20 near-minimal pairs of nonce words (e.g., Súmia → [sumie] vs. Fímya → [fimje]), diversified and balanced along different phonologically relevant factors of the surrounding environment. Multiple acoustic measurements are compared to test what aspects most consistently convey the distinction: F2 (frontness), F1 (height), intensity, vocalic sequence duration, transition earliness, and transition speed. This serves the purpose of documenting the distinction's acoustic phonetic realization. It also serves in the comparison of phonological representations. Multiple types of previously proposed phonological representations are considered along with the competing predictions they generate regarding the acoustic measurements performed. Results suggest that the primary and most consistent characteristic of the distinction is earliness of transition into the following vowel, with results also suggesting that the [j] glide has a greater degree of constriction. The [j] glide is found to have a significantly less anterior articulation, challenging the application of a representation based on place or articulator differences that would predict [j] to be more anterior. © 2018 The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International License (CC-BY 4.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Acoustic phonetics; Features; Glides; Hiatus; Representation; Semiconsonants; Semivowels","","Z.S. Jaggers; Linguistics, New York University, United States; email: zackjaggers@nyu.edu","","Web Portal Ubiquity Press","18686346","","","","English","Lab. Phonol.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85049016031"
"Carignan C.","Carignan, Christopher (48461054200)","48461054200","Using naïve listener imitations of native speaker productions to investigate mechanisms of listener-based sound change","2018","Laboratory Phonology","9","1","","1","31","30","14","10.5334/LABPHON.136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097479897&doi=10.5334%2fLABPHON.136&partnerID=40&md5=f23c91dd301f9c68f715e87c69fb1db6","Institut für Phonetik und Sprachverarbeitung, Ludwig-Maximilians-Universität München, Munich, Germany; MARCS Institute for Brain, Behaviour and Development, Western Sydney University, Sydney, Australia","Carignan C., Institut für Phonetik und Sprachverarbeitung, Ludwig-Maximilians-Universität München, Munich, Germany, MARCS Institute for Brain, Behaviour and Development, Western Sydney University, Sydney, Australia","This study was designed to test whether listener-based sound change—listener misperception (Ohala, 1981, 1993) and perceptual cue re-weighting (Beddor, 2009, 2012)—can be observed synchronically in a laboratory setting. Co-registered articulatory data (degree of nasalization, tongue height, breathiness) and acoustic data (F1 frequency) related to the productions of phonemic oral and nasal vowels of Southern French were first collected from four native speakers, and the acoustic recordings were subsequently presented to nine Australian English naïve listeners, who were instructed to imitate the native productions. During these imitations, similar articulatory and acoustic data were collected in order to compare the articulatory strategies used by the two groups. The results suggest that the imitators successfully reproduced the acoustic distinctions made by the native speakers, but that they did so using different articulatory strategies. The articulatory strategies for the vowel pair /ᾶ /-/a/ suggest that listeners (at least partially) misperceived F1-lowering due to nasalization and breathiness as being due to tongue height. Additional evidence supports perceptual cue re-weighting, in that the naïve imitators employed nasalance less, and tongue height more, in order to obtain the same F1 nasal-oral distinctions that the native speakers had originally produced. © 2018 Ubiquity Press. All rights reserved.","Acoustics; Articulation; Breathiness; Co-registration; EGG; Imitation; Nasalance; Nasalization; Perception; Sound change; Ultrasound","","C. Carignan; Institut für Phonetik und Sprachverarbeitung, Ludwig-Maximilians-Universität München, Munich, Germany; email: c.carignan@phonetik.uni-muenchen.de","","Web Portal Ubiquity Press","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85097479897"
"Archangeli D.; Yip J.; Qin L.; Lee A.","Archangeli, Diana (16426886100); Yip, Jonathan (57200940275); Qin, Lang (57200938293); Lee, Albert (55658303800)","16426886100; 57200940275; 57200938293; 55658303800","Phonological and phonetic properties of nasal substitution in Sasak and Javanese","2017","Laboratory Phonology","8","1","","1","27","26","4","10.5334/labphon.46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042654649&doi=10.5334%2flabphon.46&partnerID=40&md5=897924ce50d4dfa2f55f2b1a480a0af0","University of Arizona, Tucson, AZ, United States; University of Hong Kong, Hong Kong","Archangeli D., University of Arizona, Tucson, AZ, United States, University of Hong Kong, Hong Kong; Yip J., University of Hong Kong, Hong Kong; Qin L., University of Hong Kong, Hong Kong; Lee A., University of Hong Kong, Hong Kong","Austronesian languages such as Sasak and Javanese have a pattern of morphological nasal substitution, where nasals alternate with homorganic oral obstruents—except that [s] is described as alternating with [], not with [n]. This appears to be an abstract morphophonological relation between [s] and [] where other parts of the paradigm have a concrete homorganic relation. Articulatory ultrasound data were collected of productions of [t, n, , ], along with [s] and its nasal counterpart from two languages, from 10 Sasak and 8 Javanese speakers. Comparisons of lingual contours using a root mean square analysis were evaluated with linear mixed-effects regression models, a method that proves reliable for testing questions of phonological neutralization. In both languages, [t, n, s] exhibit a high degree of articulatory similarity, whereas postalveolar [] and its nasal counterpart [] exhibited less similarity. The nasal counterpart of [s] was identical in articulation to []. This indicates an abstract, rather than concrete, relationship between [s] and its morphophonological nasal counterpart, with the two sounds not sharing articulatory place in either Sasak or Javanese. © 2017 Walter de Gruyter GmbH. All Rights Reserved.","Abstract phonological relations; Javanese; Nasal substitution; Place of articulation; Sasak; Ultrasound language research","","D. Archangeli; University of Arizona, Tucson, United States; email: dba@email.arizona.edu","","Walter de Gruyter GmbH","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85042654649"
"Gussenhoven C.","Gussenhoven, Carlos (6602261531)","6602261531","Analysis of intonation: The case of MAE-ToBI","2016","Laboratory Phonology","7","1","10","","","","12","10.5334/labphon.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986191367&doi=10.5334%2flabphon.30&partnerID=40&md5=03d1e26a008a6e0e7dbb3cd66c822cb3","Radboud Universiteit Nijmegen, Netherlands","Gussenhoven C., Radboud Universiteit Nijmegen, Netherlands","Annotation systems for intonation contours are ideally based on a well-motivated phonological analysis of the language in question, such that instances of indecision are restricted to uncertainties over what intonational structure the speaker has used, rather than over the choice of label in situations where no suitably distinctive label is available or more than one suitable label is available. This contribution inventorizes a number of cases of overanalysis and underanalysis in MAE-ToBI and argues that they are in large part due to the decision by Pierrehumbert (1980) to analyze a rising-falling accent as a rising pitch accent (L+H∗) followed by a L-tone from a different source (an 'on-ramp' analysis). It is shown how the opposite choice, a falling pitch accent preceded by a L-tone from a different source (an 'off-ramp' analysis), avoids most of these problems. Results from a perception experiment testing MAE-ToBI's prediction of intonational boundaries show that steep falls do not always signal a boundary. The inclusion of a tritonal prenuclear pitch accent, which explains the absence of an intonational boundary after a steep fall followed by a gradual rise, can readily be accommodated in the 'off-ramp' analysis, but not in MAE-ToBI. © 2016 The Author(s).","English; intonational annotation; intonational phonology; intonational phrasing; ToBI","","C. Gussenhoven; Radboud Universiteit Nijmegen, Netherlands; email: c.gussenhoven@let.ru.nl","","Walter de Gruyter GmbH","18686346","","","","English","Lab. Phonol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84986191367"
